"gene","cluster_id","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast"
"IGJ","B cell-DN2",-0.0490528879244643,11.7709576576635,0.00306826551995944,0.955827064624785,0.997673742466876,1,"group_idcSLE-group_idcHD"
"IGLL5","B cell-DN2",2.82665214353212,13.6735452792125,16.9156521118693,3.93144649805167e-05,0.0156943114529719,0.497288667538555,"group_idcSLE-group_idcHD"
"HBB","B cell-DN2",4.48330785330368,12.4524019009558,16.3762501816783,5.22273259666287e-05,0.0156943114529719,0.660362309522054,"group_idcSLE-group_idcHD"
"HBA2","B cell-DN2",1.72766690470034,11.8825915568104,3.31671366353191,0.0686013754871746,0.547071308321782,1,"group_idcSLE-group_idcHD"
"HBA1","B cell-DN2",2.51999427401959,11.7516305976962,5.89238314849347,0.0152197713924914,0.32388639478352,1,"group_idcSLE-group_idcHD"
"MZB1","B cell-DN2",-0.30503388653925,11.7444081720922,0.130577702839995,0.717839581045506,0.850361435166157,1,"group_idcSLE-group_idcHD"
"AL928768.3","B cell-DN2",2.08653715846178,12.241842732288,5.6214576552137,0.017756137612705,0.32388639478352,1,"group_idcSLE-group_idcHD"
"IFI27","B cell-DN2",3.25254624044145,11.9378275880763,9.21444161748593,0.00240580491818535,0.161612728724315,1,"group_idcSLE-group_idcHD"
"S100A9","B cell-DN2",3.70261984181414,12.1012644730244,11.6513593910005,0.000643480563692676,0.0717274984031561,1,"group_idcSLE-group_idcHD"
"S100A8","B cell-DN2",0.174050670351801,11.9451038395808,0.0504623577404528,0.822264152421828,0.909474094719073,1,"group_idcSLE-group_idcHD"
"RP11-1143G9.4","B cell-DN2",1.74108748841042,11.6383050561024,3.71764069051899,0.093245376342281,0.547071308321782,1,"group_idcSLE-group_idcHD"
"LYZ","B cell-DN2",0.955378755086014,12.0313364701968,1.30879034983098,0.252634496566463,0.660603299600111,1,"group_idcSLE-group_idcHD"
"GNLY","B cell-DN2",0.145165500966905,11.9418410456891,0.0320928689303801,0.857826729625314,0.932285469267295,1,"group_idcSLE-group_idcHD"
"HIST1H2AC","B cell-DN2",-0.352174223091481,11.5684197093895,0.221686783324652,0.732820023224799,0.850361435166157,1,"group_idcSLE-group_idcHD"
"IFITM3","B cell-DN2",0.812543002621725,11.6918338599993,0.812816001042847,0.367305428650604,0.660603299600111,1,"group_idcSLE-group_idcHD"
"G0S2","B cell-DN2",0.947314909752178,11.5483275718486,2.39570602099231,0.288422095828584,0.660603299600111,1,"group_idcSLE-group_idcHD"
"IL8","B cell-DN2",0.891398953737428,11.5338005734449,2.55544811777099,0.28842208519559,0.660603299600111,1,"group_idcSLE-group_idcHD"
"CCL4","B cell-DN2",-0.649534689508791,11.548276615636,1.11523790582499,0.438750861360169,0.660603299600111,1,"group_idcSLE-group_idcHD"
"CD74","B cell-DN2",0.629928731817135,16.8248773135795,7.46329901642871,0.00630530784659147,0.305050946872874,1,"group_idcSLE-group_idcHD"
"MT2A","B cell-DN2",2.83825201093397,11.829858760499,7.11594964573868,0.00764942210294302,0.305050946872874,1,"group_idcSLE-group_idcHD"
"S100A12","B cell-DN2",0.497022247466051,11.5044344891146,1.60075586707792,0.452859420833695,0.660603299600111,1,"group_idcSLE-group_idcHD"
"RGS18","B cell-DN2",0.486108525009452,11.5026449579266,1.60930924602314,0.452859417746343,0.660603299600111,1,"group_idcSLE-group_idcHD"
"ITM2C","B cell-DN2",1.8406138200342,11.6395254472146,4.14922985022096,0.0659551898034648,0.547071308321782,1,"group_idcSLE-group_idcHD"
"HLA-DRA","B cell-DN2",0.149832720948179,15.3311742933844,0.195986321423961,0.657987507683609,0.830819175527141,1,"group_idcSLE-group_idcHD"
"CST3","B cell-DN2",2.75802742950935,11.8163940211602,6.70147355950024,0.00964387352842697,0.305050946872874,1,"group_idcSLE-group_idcHD"
"GZMB","B cell-DN2",0.535834122153678,11.5130744880173,1.54117985090167,0.45285944060837,0.660603299600111,1,"group_idcSLE-group_idcHD"
"HLA-DPB1","B cell-DN2",0.599805264976765,14.5388587435621,1.8975778397468,0.168373002674278,0.659008003440426,1,"group_idcSLE-group_idcHD"
"FTL","B cell-DN2",0.0179189355665581,14.3374091718692,0.00163819804691178,0.967715320523803,0.997673742466876,1,"group_idcSLE-group_idcHD"
"HLA-DPA1","B cell-DN2",0.339120200849433,14.3134239260939,0.55755051158593,0.455262142361231,0.661166982005998,1,"group_idcSLE-group_idcHD"
"HLA-DQA1","B cell-DN2",-0.351457988799039,13.3011580238952,0.377200336683357,0.539115957350205,0.739745868418889,1,"group_idcSLE-group_idcHD"
"FCGR3A","B cell-DN2",-0.0893452116219814,11.5850932586615,0.00687426071647052,0.983472469148227,0.997673742466876,1,"group_idcSLE-group_idcHD"
"NKG7","B cell-DN2",2.01578499818407,11.974099306969,4.46151148930389,0.0346855100910775,0.473772535562217,1,"group_idcSLE-group_idcHD"
"HLA-DRB1","B cell-DN2",0.340954211668746,14.6536333875829,0.674165165669625,0.411618002308906,0.660603299600111,1,"group_idcSLE-group_idcHD"
"HLA-DRB5","B cell-DN2",0.887742246795346,13.3179103044482,2.04232160476428,0.152999641134783,0.658941939934537,1,"group_idcSLE-group_idcHD"
"LST1","B cell-DN2",1.50947156594016,11.6049779020487,3.39294807261956,0.133274121046292,0.602238699121163,1,"group_idcSLE-group_idcHD"
"FCN1","B cell-DN2",1.48115470577888,11.5955920233239,3.48349270171198,0.133274119259288,0.602238699121163,1,"group_idcSLE-group_idcHD"
"CCL5","B cell-DN2",0.54697036181338,11.5165130297329,1.51295191407002,0.452859451791084,0.660603299600111,1,"group_idcSLE-group_idcHD"
"CD79A","B cell-DN2",0.4932595979415,13.9832178299491,0.953499869356435,0.328847897636361,0.660603299600111,1,"group_idcSLE-group_idcHD"
"TCL1A","B cell-DN2",-1.40738801665898,12.0123546099534,3.65193882360238,0.0560255828841185,0.547071308321782,1,"group_idcSLE-group_idcHD"
"ISG15","B cell-DN2",2.21590218492489,12.5729482297605,6.82482948871836,0.00900008133193657,0.305050946872874,1,"group_idcSLE-group_idcHD"
"IFI6","B cell-DN2",1.94339722480063,11.9430923768111,4.16385369686741,0.0413151696495261,0.523397465084108,1,"group_idcSLE-group_idcHD"
"FTH1","B cell-DN2",0.524587483291759,14.5750288564287,1.48004474167235,0.223789238362119,0.660603299600111,1,"group_idcSLE-group_idcHD"
"LGALS1","B cell-DN2",0.819730563108759,12.1854947229334,1.1184137839719,0.290279584639167,0.660603299600111,1,"group_idcSLE-group_idcHD"
"GZMK","B cell-DN2",0.540676874590922,11.5145004795705,1.52965504919721,0.452859444943003,0.660603299600111,1,"group_idcSLE-group_idcHD"
"TYROBP","B cell-DN2",-0.171200711967492,11.7522518388121,0.040551269918891,0.840409664596258,0.920011308601732,1,"group_idcSLE-group_idcHD"
"PRF1","B cell-DN2",-1.21196906484217,11.5132958530926,7.44169477691188,0.0937576366630161,0.547071308321782,1,"group_idcSLE-group_idcHD"
"AIF1","B cell-DN2",-1.15179285047633,11.7145354107885,1.90483269997765,0.194033626528434,0.659008003440426,1,"group_idcSLE-group_idcHD"
"STMN1","B cell-DN2",0.0211719575793003,11.5979915696431,4.53586254282313e-05,0.994626484462338,0.997673742466876,1,"group_idcSLE-group_idcHD"
"IFIT2","B cell-DN2",0.380030833012943,11.6403357518517,0.208383499700833,0.648044859588706,0.823489950246589,1,"group_idcSLE-group_idcHD"
"HLA-DQB1","B cell-DN2",0.726093802964993,13.7791188164025,1.77735725924856,0.182497144079027,0.659008003440426,1,"group_idcSLE-group_idcHD"
"HLA-DQA2","B cell-DN2",-0.908704786596173,12.1449100188238,1.76760790533589,0.183701334071811,0.659008003440426,1,"group_idcSLE-group_idcHD"
"FCER1G","B cell-DN2",1.48472706497453,11.601183748671,3.39174156457989,0.133274121348546,0.602238699121163,1,"group_idcSLE-group_idcHD"
"RPS4Y1","B cell-DN2",1.72203374294075,11.6048733405525,4.39899152315215,0.0659551882205841,0.547071308321782,1,"group_idcSLE-group_idcHD"
"SAT1","B cell-DN2",1.54275138879651,12.8342296442929,4.20867213480391,0.0402374644129543,0.523397465084108,1,"group_idcSLE-group_idcHD"
"PLD4","B cell-DN2",-0.301933670696849,11.8195450617864,0.130899120405976,0.717507397238877,0.850361435166157,1,"group_idcSLE-group_idcHD"
"GZMH","B cell-DN2",1.41058398805388,11.5791383717777,3.61855414320468,0.133274117291379,0.602238699121163,1,"group_idcSLE-group_idcHD"
"MS4A1","B cell-DN2",0.798039612422072,13.6725306410456,2.02189136941911,0.155069502835767,0.659008003440426,1,"group_idcSLE-group_idcHD"
"CMC1","B cell-DN2",0.88844462211547,11.5329468890729,2.56628497281259,0.28842208454476,0.660603299600111,1,"group_idcSLE-group_idcHD"
"HSP90B1","B cell-DN2",-0.712717548553254,11.6139838216004,0.808407300050597,0.447237986941792,0.660603299600111,1,"group_idcSLE-group_idcHD"
"FGFBP2","B cell-DN2",0.486108525009452,11.5026449579266,1.60930924602314,0.452859417746343,0.660603299600111,1,"group_idcSLE-group_idcHD"
"MNDA","B cell-DN2",1.20456592337425,11.5643724527633,3.09105270257027,0.193540420313716,0.659008003440426,1,"group_idcSLE-group_idcHD"
"VCAN","B cell-DN2",0.87836308447334,11.5311879231676,2.58000170172665,0.288422083721227,0.660603299600111,1,"group_idcSLE-group_idcHD"
"SERPINA1","B cell-DN2",0.535834122153678,11.5130744880173,1.54117985090167,0.45285944060837,0.660603299600111,1,"group_idcSLE-group_idcHD"
"TYMP","B cell-DN2",0.515666603328842,11.9013280416259,0.385059318285012,0.534918630235668,0.735666125335553,1,"group_idcSLE-group_idcHD"
"MS4A7","B cell-DN2",0.635393083936246,11.6870733738186,0.468867794913594,0.50331317218271,0.70253841994859,1,"group_idcSLE-group_idcHD"
"CTSS","B cell-DN2",0.728125550113767,12.3077939623802,0.913665855651763,0.339161102401435,0.660603299600111,1,"group_idcSLE-group_idcHD"
"CFD","B cell-DN2",0.932971064431638,11.5437307819764,2.4502753280614,0.288422091626608,0.660603299600111,1,"group_idcSLE-group_idcHD"
"S100A11","B cell-DN2",0.0854198420894218,12.0221176666859,0.0143552310560208,0.904632852441672,0.969134303596158,1,"group_idcSLE-group_idcHD"
"SPON2","B cell-DN2",0.535834122153678,11.5130744880173,1.54117985090167,0.45285944060837,0.660603299600111,1,"group_idcSLE-group_idcHD"
"RP5-887A10.1","B cell-DN2",0.535834122153678,11.5130744880173,1.54117985090167,0.45285944060837,0.660603299600111,1,"group_idcSLE-group_idcHD"
"CD14","B cell-DN2",0.566116844766791,11.5240468767145,1.44789160581159,0.452859488876822,0.660603299600111,1,"group_idcSLE-group_idcHD"
"GZMA","B cell-DN2",0.55554581371624,11.5195923620959,1.48669299164263,0.452859464338406,0.660603299600111,1,"group_idcSLE-group_idcHD"
"CLU","B cell-DN2",0.497022247466051,11.5044344891146,1.60075586707792,0.452859420833695,0.660603299600111,1,"group_idcSLE-group_idcHD"
"S100A6","B cell-DN2",1.03992679646867,12.7149035564901,2.03782978933111,0.153452022517954,0.658941939934537,1,"group_idcSLE-group_idcHD"
"PSAP","B cell-DN2",0.517633228611112,12.3068887938089,0.494355533211294,0.482003186815133,0.686051836000278,1,"group_idcSLE-group_idcHD"
"RETN","B cell-DN2",0.486108525009452,11.5026449579266,1.60930924602314,0.452859417746343,0.660603299600111,1,"group_idcSLE-group_idcHD"
"MS4A6A","B cell-DN2",0.925258128849174,11.5414675566881,2.47690544388001,0.28842208981954,0.660603299600111,1,"group_idcSLE-group_idcHD"
"NEAT1","B cell-DN2",1.23211272835306,12.6117306859105,2.70038075026373,0.10034806202869,0.576150138501645,1,"group_idcSLE-group_idcHD"
"LMNA","B cell-DN2",0.55554581371624,11.5195923620959,1.48669299164263,0.452859464338406,0.660603299600111,1,"group_idcSLE-group_idcHD"
"RGS1","B cell-DN2",-0.377885013805469,12.3492792504425,0.287403681497372,0.591898154631836,0.792273476467112,1,"group_idcSLE-group_idcHD"
"CSTA","B cell-DN2",0.569348226649841,11.5255842471418,1.43441257464396,0.452859499892256,0.660603299600111,1,"group_idcSLE-group_idcHD"
"SEC11C","B cell-DN2",1.99425572645031,11.6630967571782,4.43428234315555,0.0470273927176307,0.523397465084108,1,"group_idcSLE-group_idcHD"
"S100A4","B cell-DN2",0.797838785089258,12.5230689323568,1.18708502859115,0.275938186839286,0.660603299600111,1,"group_idcSLE-group_idcHD"
"CD38","B cell-DN2",0.845074733142249,11.5234991281433,2.66796098621807,0.288422079097277,0.660603299600111,1,"group_idcSLE-group_idcHD"
"GRN","B cell-DN2",-0.0824777117104344,11.947505623663,0.0104467276302193,0.918592147959289,0.977121913138996,1,"group_idcSLE-group_idcHD"
"GPX1","B cell-DN2",-0.426008502325035,12.0491168690687,0.333913990484994,0.563373267553303,0.762584085134088,1,"group_idcSLE-group_idcHD"
"CLIC3","B cell-DN2",0.497022247466051,11.5044344891146,1.60075586707792,0.452859420833695,0.660603299600111,1,"group_idcSLE-group_idcHD"
"KLRC1","B cell-DN2",0.497022247466051,11.5044344891146,1.60075586707792,0.452859420833695,0.660603299600111,1,"group_idcSLE-group_idcHD"
"CD68","B cell-DN2",2.14116189807375,11.6867175963858,4.74775955516858,0.0337387301402378,0.47155760590445,1,"group_idcSLE-group_idcHD"
"IL1R2","B cell-DN2",0.486108525009452,11.5026449579266,1.60930924602314,0.452859417746343,0.660603299600111,1,"group_idcSLE-group_idcHD"
"HES1","B cell-DN2",1.25184752285573,11.575154373106,2.99269776382567,0.193540422956338,0.659008003440426,1,"group_idcSLE-group_idcHD"
"SPI1","B cell-DN2",-0.667181168333304,11.7824736542714,0.646367388509409,0.421428888714016,0.660603299600111,1,"group_idcSLE-group_idcHD"
"THBS1","B cell-DN2",0.536021757199738,11.5131279064739,1.54075360094838,0.452859440763814,0.660603299600111,1,"group_idcSLE-group_idcHD"
"HMOX1","B cell-DN2",1.59705018664208,11.5979105670041,3.98228321114917,0.0932453727158845,0.547071308321782,1,"group_idcSLE-group_idcHD"
"CPVL","B cell-DN2",1.25679875258052,11.5791007031012,2.9330944953966,0.193540426119011,0.659008003440426,1,"group_idcSLE-group_idcHD"
"CD79B","B cell-DN2",-0.725544865226288,12.7846026487855,1.33520508261069,0.247902215212331,0.660603299600111,1,"group_idcSLE-group_idcHD"
"MAFB","B cell-DN2",0.535834122153678,11.5130744880173,1.54117985090167,0.45285944060837,0.660603299600111,1,"group_idcSLE-group_idcHD"
"XBP1","B cell-DN2",6.55808177194175e-05,11.709913529103,2.49617829409268e-05,0.996013719600875,0.997673742466876,1,"group_idcSLE-group_idcHD"
"IER3","B cell-DN2",0.928442387286537,11.542372887522,2.46636751898077,0.288422090511833,0.660603299600111,1,"group_idcSLE-group_idcHD"
"COTL1","B cell-DN2",0.452717667287676,12.5800914036419,0.413693301281776,0.520112013200646,0.720247280952969,1,"group_idcSLE-group_idcHD"
"PLAUR","B cell-DN2",0.486108525009452,11.5026449579266,1.60930924602314,0.452859417746343,0.660603299600111,1,"group_idcSLE-group_idcHD"
"IFI30","B cell-DN2",1.6257693324584,11.8546261648575,2.81779404858594,0.0932480753336111,0.547071308321782,1,"group_idcSLE-group_idcHD"
"HES4","B cell-DN2",1.49344338066138,11.5994597315712,3.44601306507115,0.133274119923283,0.602238699121163,1,"group_idcSLE-group_idcHD"
"KLF4","B cell-DN2",-2.46197915871728,11.6768391597174,9.63136467337217,0.00242015733530588,0.161612728724315,1,"group_idcSLE-group_idcHD"
"ID3","B cell-DN2",0.592841397880689,11.8280285471514,0.426201236559425,0.513870205578751,0.713247098274433,1,"group_idcSLE-group_idcHD"
"SOX4","B cell-DN2",1.43913790893837,11.5855718325539,3.56304477503614,0.133274118027753,0.602238699121163,1,"group_idcSLE-group_idcHD"
"MAP3K7CL","B cell-DN2",0.543485645086158,11.5153751450231,1.5224514896746,0.452859447806173,0.660603299600111,1,"group_idcSLE-group_idcHD"
"IFIT3","B cell-DN2",1.99669310514922,11.6608518036349,4.47244804984849,0.0470273924067553,0.523397465084108,1,"group_idcSLE-group_idcHD"
"TIMP1","B cell-DN2",0.411474279616005,11.7518786398715,0.212753943201558,0.644624988959343,0.822546960434321,1,"group_idcSLE-group_idcHD"
"CEBPD","B cell-DN2",0.519342537219367,11.5088787691718,1.57290377412026,0.452859429827084,0.660603299600111,1,"group_idcSLE-group_idcHD"
"VIM","B cell-DN2",0.275400038286013,12.5157114166411,0.154588199193691,0.694195051954411,0.850361435166157,1,"group_idcSLE-group_idcHD"
"ACTB","B cell-DN2",0.570377647101734,14.6299033401437,1.80945408803096,0.178596801281433,0.659008003440426,1,"group_idcSLE-group_idcHD"
"PPP1R14A","B cell-DN2",0.31000750313697,12.5067863619776,0.195946742375991,0.658019846174575,0.830819175527141,1,"group_idcSLE-group_idcHD"
"HSPA1B","B cell-DN2",1.25453804830164,11.576011740113,2.98307680137556,0.193540423269988,0.659008003440426,1,"group_idcSLE-group_idcHD"
"VPREB3","B cell-DN2",-0.216059316011486,11.7897470059857,0.0595551445519043,0.807204225463163,0.903472028534863,1,"group_idcSLE-group_idcHD"
"ZNF683","B cell-DN2",0.532733985960994,11.512212109022,1.5479952974366,0.452859438168468,0.660603299600111,1,"group_idcSLE-group_idcHD"
"KIAA0125","B cell-DN2",0.86053319291826,11.8341941214086,0.9488335758176,0.330034198363244,0.660603299600111,1,"group_idcSLE-group_idcHD"
"ANXA2","B cell-DN2",0.0793608075125282,11.8924273144341,0.0113801458719401,0.915046240112679,0.975075869339929,1,"group_idcSLE-group_idcHD"
"TNF","B cell-DN2",1.17452311686984,11.7745460979471,1.48620609206845,0.222827788650209,0.660603299600111,1,"group_idcSLE-group_idcHD"
"TNFSF10","B cell-DN2",-0.761497342986437,11.539526656806,1.37075126148679,0.438750925892123,0.660603299600111,1,"group_idcSLE-group_idcHD"
"RGS2","B cell-DN2",1.70245224198105,13.1635375244754,5.87285382493654,0.0153894391380607,0.32388639478352,1,"group_idcSLE-group_idcHD"
"FAM26F","B cell-DN2",-2.05319676072835,11.6848673535876,6.70797187347449,0.00960880970391063,0.305050946872874,1,"group_idcSLE-group_idcHD"
"CTSW","B cell-DN2",0.493369982357403,11.6561436120644,0.286141363704834,0.639535468011489,0.819532657302569,1,"group_idcSLE-group_idcHD"
"CFP","B cell-DN2",-0.338714707506616,11.5747996241231,0.203177337018917,0.732820022776746,0.850361435166157,1,"group_idcSLE-group_idcHD"
"LGALS3","B cell-DN2",-0.0268440825641385,11.5860822211558,0.000979423606704021,0.983472453733513,0.997673742466876,1,"group_idcSLE-group_idcHD"
"FKBP11","B cell-DN2",0.519444302717625,11.5089019485323,1.57274009105663,0.45285942987979,0.660603299600111,1,"group_idcSLE-group_idcHD"
"IRF8","B cell-DN2",-0.65433726547559,12.0193620694581,0.758769812991238,0.383729596098813,0.660603299600111,1,"group_idcSLE-group_idcHD"
"MS4A4A","B cell-DN2",0.55554581371624,11.5195923620959,1.48669299164263,0.452859464338406,0.660603299600111,1,"group_idcSLE-group_idcHD"
"RHOC","B cell-DN2",0.182792473164572,11.8481989056638,0.0541014086181053,0.816077883403121,0.909474094719073,1,"group_idcSLE-group_idcHD"
"HOPX","B cell-DN2",0.618179109200958,11.8098721143263,0.503682254952056,0.477899139445352,0.682226562486121,1,"group_idcSLE-group_idcHD"
"WARS","B cell-DN2",0.543485645086158,11.5153751450231,1.5224514896746,0.452859447806173,0.660603299600111,1,"group_idcSLE-group_idcHD"
"GPR183","B cell-DN2",0.503752565837682,12.5637066288525,0.492420800460132,0.482861774755604,0.686051836000278,1,"group_idcSLE-group_idcHD"
"AP1S2","B cell-DN2",-0.653065158806616,11.7681301935393,0.627899009950357,0.428141236485252,0.660603299600111,1,"group_idcSLE-group_idcHD"
"TUBA1B","B cell-DN2",0.855757528162761,12.021673841493,1.0313818087137,0.309852924325358,0.660603299600111,1,"group_idcSLE-group_idcHD"
"S100A10","B cell-DN2",-0.802056653641287,11.9766814195051,1.20869946209329,0.271609860372026,0.660603299600111,1,"group_idcSLE-group_idcHD"
"FGL2","B cell-DN2",-0.760147990879276,11.539349928466,1.37023963038793,0.438750925140121,0.660603299600111,1,"group_idcSLE-group_idcHD"
"CRIP1","B cell-DN2",0.685127415644851,12.9960382761163,1.10032433030466,0.294214111328462,0.660603299600111,1,"group_idcSLE-group_idcHD"
"STXBP2","B cell-DN2",1.85020387742505,11.6424593778457,4.13430069931671,0.0659551899198044,0.547071308321782,1,"group_idcSLE-group_idcHD"
"LILRB2","B cell-DN2",1.4720450517616,11.5960198000001,3.44971025745202,0.133274119889584,0.602238699121163,1,"group_idcSLE-group_idcHD"
"NPC2","B cell-DN2",0.445257667133926,11.914514902083,0.271991192291954,0.602007915924894,0.800457428032878,1,"group_idcSLE-group_idcHD"
"RP11-291B21.2","B cell-DN2",0.497022247466051,11.5044344891146,1.60075586707792,0.452859420833695,0.660603299600111,1,"group_idcSLE-group_idcHD"
"CH25H","B cell-DN2",0.535834122153678,11.5130744880173,1.54117985090167,0.45285944060837,0.660603299600111,1,"group_idcSLE-group_idcHD"
"HLA-DMA","B cell-DN2",0.0324143617732688,12.6893242988071,0.00205891797573292,0.963808852588115,0.997673742466876,1,"group_idcSLE-group_idcHD"
"ATF3","B cell-DN2",1.83328694175235,11.6353505044841,4.19221153386952,0.0659551894685575,0.547071308321782,1,"group_idcSLE-group_idcHD"
"LAIR2","B cell-DN2",0.950717352040792,11.5493475701954,2.38435142847064,0.288422096651997,0.660603299600111,1,"group_idcSLE-group_idcHD"
"MARCKS","B cell-DN2",-0.320570111104739,11.5627818400258,0.206610040410462,0.732820011277059,0.850361435166157,1,"group_idcSLE-group_idcHD"
"FCRL5","B cell-DN2",1.81263318110692,12.3752188281864,4.61016561394887,0.0318010921060127,0.47155760590445,1,"group_idcSLE-group_idcHD"
"SRGN","B cell-DN2",3.67892341906031,12.092839699735,11.5008976329239,0.000697662424469436,0.0717274984031561,1,"group_idcSLE-group_idcHD"
"LRRC25","B cell-DN2",0.886141957924645,11.533524593487,2.54954920747718,0.288422085587992,0.660603299600111,1,"group_idcSLE-group_idcHD"
"SPIB","B cell-DN2",-1.38398159447622,12.147911535872,4.04430896905919,0.0443407793104225,0.523397465084108,1,"group_idcSLE-group_idcHD"
"PLAC8","B cell-DN2",0.677275823711603,12.7571598375015,0.951850374019659,0.329266596368611,0.660603299600111,1,"group_idcSLE-group_idcHD"
"RP11-386I14.4","B cell-DN2",2.75191849486414,11.8232796972535,6.59188701149363,0.0102553450852175,0.308173119810785,1,"group_idcSLE-group_idcHD"
"SOD2","B cell-DN2",-0.645097482150378,11.6336343013363,0.649819518583718,0.447237980174429,0.660603299600111,1,"group_idcSLE-group_idcHD"
"RNASE6","B cell-DN2",0.543485645086158,11.5153751450231,1.5224514896746,0.452859447806173,0.660603299600111,1,"group_idcSLE-group_idcHD"
"GAPDH","B cell-DN2",0.0930401175344666,12.6881914761751,0.0197630532389532,0.888203000186234,0.961819825426895,1,"group_idcSLE-group_idcHD"
"OSM","B cell-DN2",0.55554581371624,11.5195923620959,1.48669299164263,0.452859464338406,0.660603299600111,1,"group_idcSLE-group_idcHD"
"IFIT1","B cell-DN2",1.39930349339155,11.5755765033904,3.66701565756198,0.13327411678932,0.602238699121163,1,"group_idcSLE-group_idcHD"
"RBP7","B cell-DN2",0.540676874590922,11.5145004795705,1.52965504919721,0.452859444943003,0.660603299600111,1,"group_idcSLE-group_idcHD"
"CYBB","B cell-DN2",-0.405526554340882,11.6370360690749,0.254607198194159,0.629252255196382,0.816804773661724,1,"group_idcSLE-group_idcHD"
"NAMPT","B cell-DN2",1.86899459541135,11.6493564377856,4.09552447058277,0.0659551905519607,0.547071308321782,1,"group_idcSLE-group_idcHD"
"LTB","B cell-DN2",-0.713827788257238,12.8604106397977,1.32877371549026,0.249044331765971,0.660603299600111,1,"group_idcSLE-group_idcHD"
"CD83","B cell-DN2",0.31319921081244,12.1128167396865,0.165538045356238,0.684114706627418,0.850361435166157,1,"group_idcSLE-group_idcHD"
"BLVRB","B cell-DN2",-1.20508050322503,11.5125665967924,7.46072625495532,0.0937576357223557,0.547071308321782,1,"group_idcSLE-group_idcHD"
"C19orf10","B cell-DN2",-0.0519239541558347,11.5825959974245,0.00296705733142176,0.983472454183608,0.997673742466876,1,"group_idcSLE-group_idcHD"
"NCF1","B cell-DN2",0.467738825749435,12.0398185806964,0.318157133107353,0.572726817900785,0.77209621921037,1,"group_idcSLE-group_idcHD"
"CLEC12A","B cell-DN2",0.497022247466051,11.5044344891146,1.60075586707792,0.452859420833695,0.660603299600111,1,"group_idcSLE-group_idcHD"
"DUSP6","B cell-DN2",0.896032353895231,11.5352129345809,2.53720730781019,0.288422086351829,0.660603299600111,1,"group_idcSLE-group_idcHD"
"AC079767.4","B cell-DN2",0.675370991411683,11.6783115144961,0.52007974754746,0.503313185702033,0.70253841994859,1,"group_idcSLE-group_idcHD"
"JUN","B cell-DN2",1.44078231235878,13.7414112120516,5.96897636502216,0.0145727207486397,0.32388639478352,1,"group_idcSLE-group_idcHD"
"FCER2","B cell-DN2",-1.92291226661238,11.5524701649348,11.1824408633415,0.0177841115058082,0.32388639478352,1,"group_idcSLE-group_idcHD"
"HCK","B cell-DN2",0.985932727914358,11.8989830201501,1.25680826096751,0.262276469621355,0.660603299600111,1,"group_idcSLE-group_idcHD"
"PDIA4","B cell-DN2",-0.664403628634109,11.5432286801441,1.17695237620886,0.438750880499185,0.660603299600111,1,"group_idcSLE-group_idcHD"
"FPR1","B cell-DN2",0.933195257091771,11.5438002690064,2.44944377682077,0.288422091686305,0.660603299600111,1,"group_idcSLE-group_idcHD"
"LINC00926","B cell-DN2",-0.835448459978123,12.0186656267972,1.31827624601139,0.250922417264106,0.660603299600111,1,"group_idcSLE-group_idcHD"
"RHOB","B cell-DN2",0.944251147208216,12.3047008784967,1.50168774182003,0.220433685582112,0.660603299600111,1,"group_idcSLE-group_idcHD"
"NCF2","B cell-DN2",-0.700897461012832,11.5485218603653,1.19093490800794,0.438750892065615,0.660603299600111,1,"group_idcSLE-group_idcHD"
"SLC7A7","B cell-DN2",1.49574780926646,11.603991119848,3.37210649716085,0.133274121436131,0.602238699121163,1,"group_idcSLE-group_idcHD"
"PHACTR1","B cell-DN2",-0.269563313844924,12.1149716905956,0.129639954218749,0.718811390017909,0.850361435166157,1,"group_idcSLE-group_idcHD"
"HLA-DMB","B cell-DN2",-0.273058096287297,12.1037219206619,0.133577510859117,0.714757059894744,0.850361435166157,1,"group_idcSLE-group_idcHD"
"VAMP5","B cell-DN2",0.364036839424391,11.755621471908,0.172563066157363,0.67785064431163,0.848725494231854,1,"group_idcSLE-group_idcHD"
"PPIB","B cell-DN2",0.0420459515179157,11.9935084420153,0.00384034364731219,0.950587256117527,0.997673742466876,1,"group_idcSLE-group_idcHD"
"IL32","B cell-DN2",1.14699921353395,11.5498295124165,3.26987021354475,0.193540416255616,0.659008003440426,1,"group_idcSLE-group_idcHD"
"BANK1","B cell-DN2",-0.184678917821481,12.294567129045,0.0675104234912225,0.795000743736805,0.903205003753913,1,"group_idcSLE-group_idcHD"
"CEBPB","B cell-DN2",-0.334955705395958,11.5699197871659,0.206620764885846,0.732820020330202,0.850361435166157,1,"group_idcSLE-group_idcHD"
"TNFRSF13B","B cell-DN2",0.609342821863366,11.7973388391623,0.444466752146533,0.504986018997988,0.70253841994859,1,"group_idcSLE-group_idcHD"
"DUSP2","B cell-DN2",0.978168991602504,12.1603639280655,1.47722715131128,0.224230566039333,0.660603299600111,1,"group_idcSLE-group_idcHD"
"TSPAN13","B cell-DN2",-0.0155516905382113,11.6105611543187,0.000469820868459511,0.983472449743441,0.997673742466876,1,"group_idcSLE-group_idcHD"
